iter	Passed	Remaining
402	12129	17967
403	12159	17938
404	12188	17907
405	12217	17874
406	12246	17843
407	12275	17810
408	12305	17780
409	12333	17748
410	12363	17717
411	12392	17685
412	12420	17653
413	12449	17622
414	12479	17591
415	12506	17556
416	12534	17524
417	12563	17493
418	12595	17464
419	12624	17433
420	12655	17404
421	12683	17372
422	12712	17341
423	12742	17310
424	12770	17278
425	12800	17247
426	12831	17218
427	12858	17185
428	12891	17158
429	12918	17124
430	12951	17098
431	12980	17067
432	13012	17040
433	13041	17008
434	13072	16979
435	13102	16949
436	13130	16916
437	13160	16885
438	13186	16850
439	13215	16819
440	13259	16807
441	13292	16780
442	13320	16748
443	13351	16719
444	13380	16688
445	13411	16658
446	13436	16622
447	13463	16589
448	13494	16560
449	13524	16530
450	13555	16501
451	13584	16469
452	13613	16438
453	13645	16410
454	13674	16379
455	13701	16345
456	13730	16314
457	13759	16283
458	13787	16250
459	13814	16216
460	13843	16186
461	13873	16155
462	13901	16123
463	13931	16092
464	13962	16063
465	13992	16034
466	14022	16003
467	14049	15970
468	14077	15938
469	14108	15909
470	14137	15878
471	14168	15848
472	14197	15818
473	14224	15785
474	14258	15759
475	14286	15726
476	14312	15693
477	14342	15662
478	14372	15632
479	14401	15601
480	14427	15567
481	14457	15537
482	14487	15506
483	14515	15474
484	14543	15443
485	14573	15413
486	14606	15385
487	14635	15355
488	14667	15327
489	14697	15297
490	14726	15265
491	14756	15235
492	14786	15206
493	14815	15175
494	14843	15143
495	14871	15111
496	14900	15080
497	14928	15048
498	14958	15017
499	14989	14989
500	15019	14959
501	15050	14930
502	15080	14901
503	15109	14869
504	15139	14839
505	15170	14810
506	15199	14779
507	15231	14751
508	15260	14721
509	15290	14691
510	15322	14662
511	15355	14635
512	15386	14607
513	15416	14576
514	15446	14546
515	15478	14518
516	15509	14489
517	15540	14460
518	15570	14430
519	15600	14400
520	15630	14370
521	15659	14339
522	15690	14310
523	15722	14282
524	15751	14250
525	15780	14220
526	15810	14190
527	15839	14159
528	15867	14128
529	15898	14098
530	15928	14068
531	15958	14038
532	15987	14008
533	16017	13977
534	16046	13947
535	16075	13916
536	16103	13884
537	16131	13852
538	16161	13822
539	16190	13791
540	16219	13761
541	16250	13731
542	16280	13701
543	16309	13671
544	16338	13640
545	16369	13611
546	16400	13582
547	16432	13553
548	16461	13523
549	16492	13493
550	16521	13462
551	16549	13431
552	16579	13401
553	16610	13372
554	16639	13341
555	16669	13311
556	16698	13281
557	16728	13251
558	16756	13219
559	16787	13190
560	16816	13159
561	16844	13128
562	16875	13098
563	16904	13067
564	16933	13037
565	16961	13006
566	16991	12975
567	17021	12946
568	17053	12917
569	17082	12886
570	17110	12855
571	17138	12824
572	17169	12795
573	17198	12764
574	17229	12734
575	17257	12703
576	17286	12672
577	17314	12641
578	17345	12612
579	17374	12581
580	17405	12552
581	17435	12522
582	17465	12492
583	17494	12462
584	17526	12433
585	17556	12403
586	17587	12374
587	17618	12344
588	17648	12315
589	17677	12284
590	17707	12254
591	17736	12224
592	17763	12192
593	17794	12162
594	17822	12131
595	17853	12101
596	17882	12071
597	17912	12041
598	17942	12011
599	17971	11980
600	17998	11949
601	18026	11918
602	18055	11887
603	18086	11857
604	18115	11827
605	18144	11796
606	18172	11765
607	18201	11734
608	18228	11703
609	18258	11673
610	18289	11644
611	18319	11614
612	18349	11584
613	18378	11554
614	18407	11523
615	18439	11494
616	18462	11460
617	18493	11431
618	18523	11401
619	18554	11372
620	18584	11342
621	18612	11311
622	18640	11280
623	18671	11251
624	18699	11219
625	18728	11189
626	18758	11159
627	18789	11129
628	18817	11098
629	18846	11068
630	18877	11039
631	18908	11009
632	18937	10979
633	18967	10949
634	18996	10919
635	19027	10890
636	19055	10859
637	19086	10829
638	19110	10796
639	19138	10765
640	19167	10734
641	19197	10705
642	19228	10675
643	19258	10646
644	19288	10616
645	19317	10585
646	19348	10556
647	19378	10526
648	19409	10497
649	19439	10467
650	19469	10437
651	19497	10406
652	19527	10376
653	19557	10346
654	19588	10317
655	19618	10287
656	19647	10257
657	19675	10226
658	19706	10197
659	19737	10167
660	19766	10137
661	19796	10107
662	19828	10078
663	19856	10048
664	19885	10017
665	19917	9988
666	19947	9958
667	19976	9928
668	20006	9898
669	20034	9867
670	20061	9836
671	20091	9806
672	20122	9777
673	20152	9747
674	20180	9716
675	20210	9686
676	20241	9657
677	20272	9628
678	20303	9598
